NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de procedimiento;1;Fin procedimiento
286;Presentación solicitud de desistimiento;0;Present. solicitud desistimiento
155;Propuesta de resolución de inadmisión;0;Prop. res. inadmisión
152;Propuesta de desistimiento;0;Prop. desistimiento
55;Resolución de inadmisión;0;Res. inadmisión
52;Resolución de desistimiento;0;Res. desistimiento
51;Resolución desestimatoria por incumplimiento de requisitos;0;Res. desestimatoria incumplimiento requisitos
51;Resolución desestimatoria falta de presupuesto;0;Res. desestimatoria falta presupuesto
50;Resolución concesión;0;Res. concesión
43;Propuesta desestimatoria falta de presupuesto;0;Prop. desestimatoria falta presupuesto
42;Propuesta de resolución concesión;0;Prop. res. concesión
30;Evaluación de solicitud;0;Eval. solicitud
25;Propuesta desestimatoria incumplimiento requisitos (Trámite audiencia);0;Prop. desestimatoria incumplimiento requisitos (Trám. audiencia)
10;Requerimiento documentación de solicitud;0;Req. documentación solicitud
1;Presentación de solicitud;0;Present. solicitud
