NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
314;Propuesta aprobatoria con subrogación (no pagado);0;Prop. aprobatoria subrogación (no pagado)
306;Propuesta aprobatoria con sustitución (no pagado);0;Prop. aprobatoria sustitución (no pagado)
287;Seguimiento primer año;0;Seguimiento primer año
287;Seguimiento segundo año;0;Seguimiento segundo año
287;Seguimiento tercer año;0;Seguimiento tercer año
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolución de pérdida de derecho al cobro;0;Resol. pérdida derecho cobro
156;Inicio de procedimiento de reintegro primer año;0;Inic. proc. reintegro primer año
156;Inicio de procedimiento de reintegro;0;Inic. proc. reintegro
156;Inicio de procedimiento de reintegro tercer año;0;Inic. proc. reintegro tercer año
156;Inicio de procedimiento de reintegro segundo año;0;Inic. proc. reintegro segundo año
155;Propuesta Resolución de inadmisión;0;Prop. Resol. inadmisión
82;Pago;0;Pag.
62;Resolución aprobatoria de subrogación (ya pagado);0;Resol. aprobatoria subrogación (ya pagado)
62;Resolución aprobatoria con subrogación (no pagado);0;Resol. aprobatoria subrogación (no pagado)
62;Resolución denegatoria con subrogación (no pagado);0;Resol. denegatoria subrogación (no pagado)
61;Resolución denegatoria con sustitución (no pagado);0;Resol. denegatoria sustitución (no pagado)
61;Resolución aprobatoria con sustitución (no pagado);0;Resol. aprobatoria sustitución (no pagado)
61;Resolución aprobatoria de sustitución (ya pagado);0;Resol. aprobatoria sustitución (ya pagado)
55;Resolución de inadmisión;0;Resol. inadmisión
53;Resolución de Renuncia;0;Resol. Renun.
52;Resolución de Desistimiento;0;Resol. Desist.
52;Aceptación de Desistimiento;0;Aceptación Desist.
51;Resolución denegatoria por falta de presupuesto;0;Resol. denegatoria falta presupuesto
51;Resolución denegatoria por incumplimiento requisitos;0;Resol. denegatoria incumplimiento requisitos
50;Resolución aprobatoria;0;Resol. aprobatoria
43;Propuesta Resolución Denegatoria por falta de presupuesto;0;Prop. Resol. Deneg. falta presupuesto
42;Propuesta Resolución aprobatoria;0;Prop. Resol. aprobatoria
30;Evaluación de subrogación;0;Eval. subrogación
30;Evaluación de solicitud;0;Eval. sol.
30;Evaluación de sustitución;0;Eval. sustitución
25;Trámite de audiencia (propuesta denegatoria);0;Trám. audiencia (propuesta denegatoria)
25;Trámite audiencia en pérdida de derecho al cobro;0;Trám. audiencia pérdida derecho cobro
25;Trámite de audiencia de propuesta denegatoria;0;Trám. audiencia propuesta denegatoria
21;Presentación de Renuncia;0;Present. Renun.
12;Presentación de subrogación;0;Present. subrogación
11;Presentación de sustitución;0;Present. sustitución
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
