NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
43;Propuesta Resolución denegatoria por falta presupuesto;1;Prop. Resol. denegatoria falta presupuesto
287;Seguimiento primer periodo;0;Seguimiento primer periodo
287;Seguimiento segundo periodo;0;Seguimiento segundo periodo
287;Seguimiento tercer periodo;0;Seguimiento tercer periodo
286;Presentación de solicitud de desistimiento;0;Present. sol. desistimiento
278;Resolución de pérdida de derecho al cobro;0;Resol. pérdida derecho cobro
242;Valoración autonómica;0;Valoración autonómica
242;Valoración individual;0;Valoración individual
156;Inicio procedimiento de reintegro primer periodo;0;Inic. proc. reintegro primer periodo
156;Inicio procedimiento de reintegro segundo periodo;0;Inic. proc. reintegro segundo periodo
156;Inicio procedimiento de reintegro tercer periodo;0;Inic. proc. reintegro tercer periodo
156;Inicio de procedimiento de reintegro;0;Inic. proc. reintegro
155;Propuesta Resolución de inadmisión;0;Prop. Resol. inadmisión
152;Propuesta de Resolución de Desistimiento;0;Prop. Resol. Desist.
82;Pago;0;Pag.
55;Resolución de inadmisión;0;Resol. inadmisión
53;Resolución de aceptación de renuncia con pago previo;0;Resol. aceptación renuncia pago previo
53;Resolución de aceptación de renuncia;0;Resol. aceptación renuncia
52;Resolución de desistimiento;0;Resol. desistimiento
51;Resolución denegatoria por incumplimiento requisitos;0;Resol. denegatoria incumplimiento requisitos
51;Resolución denegatoria por falta de presupuesto;0;Resol. denegatoria falta presupuesto
50;Resolución aprobatoria;0;Resol. aprobatoria
43;Propuesta Resolución denegatoria por incumplimiento requisitos;0;Prop. Resol. denegatoria incumplimiento requisitos
42;Propuesta Resolución aprobatoria;0;Prop. Resol. aprobatoria
30;Evaluación de solicitud;0;Eval. sol.
25;Trámite audiencia;0;Trám. audiencia
25;Trámite de audiencia previo;0;Trám. audiencia previo
25;Trámite audiencia en pérdida de derecho al cobro;0;Trám. audiencia pérdida derecho cobro
21;Presentación de renuncia;0;Present. renuncia
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud;0;Present. sol.
