NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
51;Resolucion denegatoria por incumplimiento requisitos;1;Resol. denegatoria incumplimiento requisitos
43;Propuesta Resolución denegatoria por incumplimiento requisitos;1;Prop. Resol. denegatoria incumplimiento requisitos
286;Presentacion Solicitud Desistimiento;0;Present. Sol. Desist.
155;Propuesta Resolucion de inadmision;0;Prop. Resol. inadmision
55;Resolucion de inadmision;0;Resol. inadmision
52;Resolucion de Desistimiento;0;Resol. Desist.
52;Aceptacion de Desistimiento;0;Aceptacion Desist.
51;Resolucion denegatoria por falta de presupuesto;0;Resol. denegatoria falta presupuesto
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta Resolucion Denegatoria por falta de presupuesto;0;Prop. Resol. Deneg. falta presupuesto
42;Propuesta de Concesión;0;Prop. Conce.
41;Propuesta Provisional de Resolucion Denegatoria por falta de presupuesto;0;Prop. Provis. Resol. Deneg. falta presupuesto
41;Propuesta Provisional de Resolucion Denegatoria;0;Prop. Provis. Resol. Deneg.
30;Evaluacion de solicitud;0;Evaluacion sol.
25;Tramite de audiencia (propuesta denegatoria);0;Tramite audiencia (propuesta denegatoria)
10;Requerimiento documentacion solicitud;0;Req. documentacion sol.
1;Presentacion de solicitud;0;Present. sol.
