NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
340;Evaluado y Pendiente de Valoración;1;Evaluado Pend. Valoración
100;Fin de Procedimiento;1;Fin proc.
224;Desestimacion Recurso de Alzada;0;Desestimacion Recur. Alzada
223;Estimacion Recurso Alzada;0;Estimacion Recur. Alzada
202;ANULADO - Solicitud Creada por Error;0;ANULADO - Sol. Creada Error
181;Abono;0;Abo.
155;P.R. Inadmisión Solicitud Duplicada;0;P.R. Inadm. Sol. Duplicada
155;P.R. Inadmisión Solicitud Fuera de Plazo;0;P.R. Inadm. Sol. Fuera Plazo
153;P.R. Desistimiento Voluntario Solicitud;0;P.R. Desist. Voluntario Sol.
153;P.R. Renuncia Voluntaria Ayuda;0;P.R. Renun. Voluntaria Ayuda
152;P.R. Desistimiento Requerimiento Documentación;0;P.R. Desist. Req. Doc.
90;Presentacion de Recurso de Alzada;0;Present. Recur. Alzada
60;Cambio de condiciones;0;Cambio condiciones
55;Resolución Inadmisión Solicitud Fuera de Plazo;0;Resol. Inadm. Sol. Fuera Plazo
55;Resolución Inadmisión Solicitud Duplicada;0;Resol. Inadm. Sol. Duplicada
53;Resolucion Renuncia Voluntaria Ayuda;0;Resol. Renun. Voluntaria Ayuda
53;Resolución Desistimiento Voluntario Solicitud;0;Resol. Desist. Voluntario Sol.
52;Resolución Desistimiento Requerimiento Documentación;0;Resol. Desist. Req. Doc.
51;Resolucion Desestimatoria por Falta de Credito;0;Resol. Desest. Falt. Credito
51;Resolucion Desestimatoria Incumplimiento Requisitos - Recurso Alzada;0;Resol. Desest. Incumplimiento Req. - Recur. Alzada
51;Resolucion Desestimatoria sin Credito - Recurso Alzada;0;Resol. Desest. sin Credito - Recur. Alzada
51;Resolucion Desestimatoria por Incumplimiento de Requisitos;0;Resol. Desest. Incumplimiento Req.
51;Resolucion Desestimatoria Mod. Concesion;0;Resol. Desest. Mod. Concesion
50;Resolución Estimatoria;0;Resol. Estim.
50;Resolucion Estimatoria Mod. Concesion;0;Resol. Estim. Mod. Concesion
50;Resolucion Estimatoria con Credito - Recurso Alzada;0;Resol. Estim. Credito - Recur. Alzada
43;Propuesta de Resolucion Desestimatoria Incumplimiento Requisitos -Recurso Alzada;0;Prop. Resol. Desest. Incumplimiento Req. -Recur. Alzada
43;P.R. Desestimatoria Mod. Concesion;0;P.R. Desest. Mod. Concesion
43;Propuesta de Resolucion Desestimatoria sin Credito - Recurso Alzada;0;Prop. Resol. Desest. sin Credito - Recur. Alzada
42;Propuesta de Resolucion Estimatoria con Credito - Recurso Alzada;0;Prop. Resol. Estim. Credito - Recur. Alzada
42;P.R. Estimatoria Mod. Concesion;0;P.R. Estim. Mod. Concesion
30;Evaluacion Abono;0;Evaluacion Abo.
30;Evaluación de solicitud;0;Eval. sol.
25;Tramite Audiencia Cambio Condiciones;0;Tramite Audi. Cambio Condiciones
10;Requerimiento Cambio Condiciones;0;Req. Cambio Condiciones
10;Requerimiento Evaluacion Abono;0;Req. Evaluacion Abo.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud;0;Present. sol.
