NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
279;Liquidacion Expediente (justificación);0;Liq. Expediente (justif.)
278;Resolucion de Pérdida de Derecho al Cobro (NO INICIO);0;Resol. Pérd. Dere. Cobr. (NO INICIO)
278;Resolucion de Pérdida de Derecho al Cobro;0;Resol. Pérd. Dere. Cobr.
270;Resolución de Modificacion Desfavorable;0;Resol. Modificacion Desfavorable
266;Seguimiento de proyectos;0;Seguimiento proyectos
160;Solicitud de Modificacion de Resolución;0;Sol. Modificacion Resol.
156;Procedimiento de reintegro;0;proc. reintegro
155;Propuesta Resolución Inadmision por duplicidad;0;Prop. Resol. Inadmision duplicidad
82;Pago 75%;0;Pag. 75%
82;Pago Final - Resolucion de Liquidacion;0;Pag. Final - Resol. Liq.
60;Resolución de Modificacion Favorable;0;Resol. Modificacion Favorable
55;Resolución Inadmisión por duplicidad;0;Resol. Inadm. duplicidad
53;Resolución de renuncia;0;Resol. renuncia
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria;0;Resol. Deneg.
50;Resolución Aprobatoria;0;Resol. Aprobatoria
43;Propuesta Resolución Desfavorable Definitiva;0;Prop. Resol. Desfavorable Defin.
42;Propuesta Definitiva de Resolucion Aprobatoria;0;Prop. Defin. Resol. Aprobatoria
41;Propuesta Resolución Desfavorable Provisional;0;Prop. Resol. Desfavorable Provis.
40;Propuesta Provisional de Resolución Aprobatoria;0;Prop. Provis. Resol. Aprobatoria
25;Trámite de audiencia en Pérdida de Derecho al Cobro (liquidación);0;Trám. audiencia Pérd. Dere. Cobr. (liquidación)
25;Trámite de audiencia en Pérdida de Derecho al Cobro (NO INICIO);0;Trám. audiencia Pérd. Dere. Cobr. (NO INICIO)
21;Presentación de Renuncia;0;Present. Renun.
10;Requerimiento de Documentación de Solicitud;0;Req. Doc. Sol.
1;Presentación de Solicitud;0;Present. Sol.
