NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento.;1;Fin proc..
519;Resolución favorable tras pérdida;0;Resol. favorable tras pérdida
515;Trámite de baja;0;Trám. baja
514;Petición Portabilidad.;0;Petición Portabilidad.
309;Lista de Reserva.;0;Lista Reserva.
278;Pérdida de derecho al cobro;0;Pérd. derecho cobro
51;Resolución Denegatoria Falta de Presupuesto.;0;Resol. Deneg. Falt. Presupuesto.
51;Resolución Desfavorable.;0;Resol. Desfavorable.
50;Resolución favorable.;0;Resol. favorable.
43;Propuesta Resolución denegatoria por falta presupuesto.;0;Prop. Resol. denegatoria falta presupuesto.
43;Propuesta Resolución denegatoria por incumplimiento requisitos.;0;Prop. Resol. denegatoria incumplimiento requisitos.
42;Propuesta Resolución aprobatoria.;0;Prop. Resol. aprobatoria.
21;Renuncia voluntaria;0;Renun. voluntaria
1;Presentación de solicitud.;0;Present. sol..
