NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
43;Propuesta resolución desfavorable;1;Prop. res. desfavorable
155;Propuesta de resolución de inadmisión;0;Prop. res. inadmisión
55;Resolución de inadmisión;0;Resol. inadmisión
51;Resolución desfavorable;0;Resol. desfavorable
50;Resolución concesión;0;Resol. concesión
42;Propuesta de resolución concesión;0;Prop. res. concesión
10;Requerimiento documentación de solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
