NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
157;Archivo Expediente;1;Archivo Expediente
505;Barrado de la Pérdida de Derecho al Cobro Parcial.;0;Barrado la Pérd. Dere. Cobr. Parcial.
302;Visita de obra (abono);0;Visita obra (abono)
155;Propuesta Inadmisión a trámite No Objeto;0;Prop. Inadm. trámite No Objeto
153;Propuesta Aceptación de Renuncia Al Abono;0;Prop. Aceptación Renun. Al Abo.
153;Propuesta Aceptación Desistimiento/Renuncia;0;Prop. Aceptación Desist./Renun.
100;Fin de procedimiento;0;Fin proc.
90;Inicio Expediente Pérdida Derecho Cobro - No Justificación;0;Inic. Expediente Pérd. Dere. Cobr. - No Justif.
90;Inicio Expediente Pérdida Derecho Cobro Total - Falta Documentación ;0;Inic. Expediente Pérd. Dere. Cobr. Total - Falt. Doc. 
90;Inicio Expediente Pérdida Derecho Cobro - Incump. Req.;0;Inic. Expediente Pérd. Dere. Cobr. - Incump. Req.
90;Inicio Expediente Pérdida Derecho Cobro Parcial;0;Inic. Expediente Pérd. Dere. Cobr. Parcial
82;Trámite de Pago al Beneficiario;0;Trám. Pag. Beneficiario
55;Duplicidad de Expediente;0;Duplicidad Expediente
55;Resolución Inadmisión a trámite No Objeto;0;Resol. Inadm. trámite No Objeto
53;Resolución Aceptación Desistimiento/Renuncia;0;Resol. Aceptación Desist./Renun.
53;Resolución Aceptación de Renuncia al Abono;0;Resol. Aceptación Renun. Abo.
51;Resolución Desistimatoria Incumplimiento Perdida Total  (abono);0;Resol. Desistimatoria Incumplimiento Perdida Total (abono)
51;Resolución Pérdida Derecho Cobro - Incump. Req.;0;Resol. Pérd. Dere. Cobr. - Incump. Req.
51;Resolución Desistimiento - Falta Documentación;0;Resol. Desist. - Falt. Doc.
51;Resolución Desistimiento - Falta Documentación (abono);0;Resol. Desist. - Falt. Doc. (abono)
51;Resolución Pérdida Derecho Cobro - No Justificación;0;Resol. Pérd. Dere. Cobr. - No Justif.
51;Resolución Pérdida Derecho Cobro Parcial;0;Resol. Pérd. Dere. Cobr. Parcial
51;Resolución Pérdida Derecho Cobro - Falta Documentación ;0;Resol. Pérd. Dere. Cobr. - Falt. Doc. 
50;Resolución Estimatoria Abono;0;Resol. Estim. Abo.
50;Resolución Reconocimiento de la Ayuda;0;Resol. Reconocimiento la Ayuda
50;Resolución Estimatoria Abono Pérdida Parcial;0;Resol. Estim. Abo. Pérd. Parcial
43;Propuesta Resolución Desistimatoria Incumplimiento Perdida Total  (abono);0;Prop. Resol. Desistimatoria Incumplimiento Perdida Total (abono)
43;Propuesta Resolución Desistimiento - Falta Documentación (abono);0;Prop. Resol. Desist. - Falt. Doc. (abono)
42;Propuesta Resolución Estimatoria Abono;0;Prop. Resol. Estim. Abo.
42;Propuesta Resolución Reconocimiento de la Ayuda;0;Prop. Resol. Reconocimiento la Ayuda
42;Propuesta Resolución Estimatoria Abono Pérdida Parcial;0;Prop. Resol. Estim. Abo. Pérd. Parcial
41;Propuesta Resolución Desistimiento - Falta Documentación;0;Prop. Resol. Desist. - Falt. Doc.
41;Propuesta Resolución Pérdida Derecho Cobro - Falta Documentación ;0;Prop. Resol. Pérd. Dere. Cobr. - Falt. Doc. 
41;Propuesta Resolución Pérdida Derecho Cobro - No Justificación;0;Prop. Resol. Pérd. Dere. Cobr. - No Justif.
41;Propuesta Resolución Pérdida Derecho Cobro Parcial;0;Prop. Resol. Pérd. Dere. Cobr. Parcial
41;Propuesta Resolución Pérdida Derecho Cobro - Incump. Req.;0;Prop. Resol. Pérd. Dere. Cobr. - Incump. Req.
30;Evaluación de solicitud (Abono);0;Eval. sol. (Abo.)
30;Evaluación de solicitud;0;Eval. sol.
25;Trámite de Audiencia;0;Trám. Audi.
25;Trámite de Audiencia (Abono);0;Trám. Audi. (Abo.)
10;Requerimiento de Presentación de Justificación;0;Req. Present. Justif.
10;Requerimiento de documentación (Abono);0;Req. doc. (Abo.)
10;Requerimiento de documentacion;0;Req. documentacion
1;Presentacion de solicitud;0;Present. sol.
1;Presentación de solicitud de Abono;0;Present. sol. Abo.
