NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
265;Inscripción en el registro;0;Inscripción el registro
55;Inadmisión de la solicitud;0;Inadm. sol.
52;Resolución de desistimiento;0;Resol. desistimiento
51;Resolución desfavorable;0;Resol. desfavorable
50;Resolución de autorización;0;Resol. autorización
43;Propuesta resolución desfavorable;0;Prop. res. desfavorable
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
