NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin procedimiento;1;Fin proc.
287;Seguimiento;0;Seguimiento
286;Presentación de solicitud de desistimiento;0;Present. sol. desistimiento
278;Pérdida de derecho al cobro total;0;Pérd. derecho cobro total
152;Propuesta de desistimiento;0;Prop. desistimiento
82;Pago-Reconocimiento de obligación (ADO,O);0;Pag.-Reconocimiento obligación (ADO,O)
74;No justificado-Incumplimiento total;0;No justificado-Incumplimiento total
73;Requerimiento Documentación Justificativa;0;Req. Doc. Justif.
72;Justificación incompleta-Liquidación parcial;0;Justif. incompleta-Liq. parcial
71;Justificación completa-Liquidación total;0;Justif. completa-Liq. total
70;Presentacion Documentacion Justificativa;0;Present. Documentacion Justif.
53;Resolucion de aceptacion de renuncia;0;Resol. aceptacion renuncia
52;Resolucion Desistimiento;0;Resol. Desist.
51;Resolucion Denegatoria por incumplimiento de requisitos;0;Resol. Deneg. incumplimiento requisitos
50;Resolucion aprobatoria;0;Resol. aprobatoria
30;Evaluacion Solicitud;0;Evaluacion Sol.
21;Presentacion de renuncia;0;Present. renuncia
10;Requerimiento Documentacion Solicitud;0;Req. Documentacion Sol.
1;Presentacion de solicitud;0;Present. sol.
