NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
51;Resolución Desfavorable;1;Resol. Desfavorable
50;Resolución de Concesión;1;Resol. Conce.
285;Resolución de Procedimiento;0;Resol. proc.
284;Propuesta de Resolución de Procedimiento;0;Prop. Resol. proc.
43;Propuesta Resolución Desfavorable;0;Prop. Resol. Desfavorable
42;Propuesta Resolución de Concesión;0;Prop. Resol. Conce.
30;Calificación y evaluación de solicitud;0;Calificación evaluación sol.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de Solicitud;0;Present. Sol.
