NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
505;Recursos, sanciones y consultas varias.;0;Recur.s, sanciones consultas varias.
386;Informe de Propuesta de la Dirección General;0;Inf. Prop. la Dirección General
100;Fin de Procedimiento;0;Fin proc.
55;Resolución de Inadmisión o Acumulación Expedientes;0;Resol. Inadm. o Acumulación Expedientes
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria;0;Resol. Deneg.
50;Resolución Aprobatoria;0;Resol. Aprobatoria
43;Propuesta de Resolución Denegatoria;0;Prop. Resol. Deneg.
42;Propuesta de Resolución Aprobatoria;0;Prop. Resol. Aprobatoria
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de la solicitud;0;Present. sol.
