NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
82;Pago;0;Pag.
55;Resolución de inadmisión solicitud duplicada;0;Resol. inadmisión sol. duplicada
55;Resolución de inadmisión solicitud fuera de plazo;0;Resol. inadmisión sol. fuera plazo
50;Resolución Definitiva;0;Resol. Defin.
42;Propuesta de Resolución Definitiva;0;Prop. Resol. Defin.
40;Propuesta de Resolución Provisional;0;Prop. Resol. Provis.
10;Requerimiento de Documentación de Solicitud;0;Req. Doc. Sol.
1;Presentación de Solicitud;0;Present. Sol.
