NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
279;Justificación final;0;Justif. final
278;Resolución de pérdida de derecho al cobro;0;Resol. pérdida derecho cobro
242;Valoración;0;Valoración
160;Solicitud modificación resolución;0;Sol. modificación res.
82;Pago final;0;Pag. final
73;Requerimiento de documentación justificativa;0;Req. doc. justificativa
53;Resolución de renuncia;0;Resol. renuncia
52;Resolucion Desistimiento;0;Resol. Desist.
51;Resolucion Desestimatoria;0;Resol. Desest.
51;Resolucion Desfavorable modificación;0;Resol. Desfavorable modificación
50;Resolucion Favorable modificación;0;Resol. Favorable modificación
50;Resolucion Estimatoria;0;Resol. Estim.
43;Propuesta definitiva Resolución Desestimatoria;0;Prop. definitiva Resol. Desest.
42;Propuesta definitiva de Resolución Estimatoria;0;Prop. definitiva Resol. Estim.
40;Propuesta provisional de resolución de procedimiento;0;Prop. provisional res. proc.
21;Presentación de renuncia;0;Present. renuncia
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud de Subvención;0;Present. sol. Subvención
