NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
242;Valoración Jurado;0;Valoración Jurado
242;Valoración Comisión Técnica;0;Valoración Comisión Técnica
82;Pago premio;0;Pag. premio
52;Resolución de desistimiento;0;Resol. desistimiento
51;Resolución no seleccionado premio;0;Resol. no seleccionado premio
51;Resolución desestimatoria por incumplimiento de requisitos;0;Resol. desest. incumplimiento requisitos
50;Resolución seleccionado premio;0;Resol. seleccionado premio
43;Propuesta de resolución no seleccionado premio;0;Prop. res. no seleccionado premio
42;Propuesta de resolución seleccionado premio;0;Prop. res. seleccionado premio
30;Evaluación de solicitud;0;Eval. sol.
25;Trámite de audiencia;0;Trám. audiencia
10;Requerimiento documentación de complementaria;0;Req. doc. complementaria
10;Requerimiento documentación de solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
