NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
286;Presentación de Solicitud Desistimiento;1;Present. Sol. Desist.
155;Propuesta Resolución de Inadmisión;1;Prop. Resol. Inadm.
152;Propuesta Resolución de Desistimiento;1;Prop. Resol. Desist.
50;Resolución Aprobatoria;1;Resol. Aprobatoria
43;Propuesta de Resolución Denegatoria;1;Prop. Resol. Deneg.
42;Propuesta de Resolución Aprobatoria;0;Prop. Resol. Aprobatoria
41;Propuesta Provisional de Resolución Denegatoria;0;Prop. Provis. Resol. Deneg.
30;Evaluacion de solicitud;0;Evaluacion sol.
25;Trámite de audiencia;0;Trám. audiencia
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
