NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de Procedimiento;1;Fin proc.
309;Lista de Espera;0;Lista Espera
284;Propuesta de Resolución de procedimiento;0;Prop. Res. procedimiento
242;Valoración Solicitud;0;Valoración Sol.
220;Recurso de Reposición;0;Rec. Reposición
203;Modificación de la solicitud;0;Modificación la solicitud
60;Modificación de la Resolución Aprobatoria;0;Modificación la Res. Aprobatoria
52;Resolución Desistimiento;0;Res. Desist.
51;Resolución Desestimatoria;0;Res. Desest.
50;Resolución de Concesión;0;Res. Conc.
30;Evaluación de solicitud;0;Eval. solicitud
10;Requerimiento de documentación;0;Req. documentación
1;Presentación de solicitud de Subvención;0;Present. solicitud Subvención
