NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento y Archivo del expediente;1;Fin proc. Archivo expediente
286;Presentación Renuncia / Desistimiento;0;Present. Renun. / Desist.
55;Resolución de inadmisión;0;Resol. inadmisión
52;Resolución de desistimiento;0;Resol. desistimiento
52;Resolución de Aceptación de Renuncia/ Desistimiento;0;Resol. Aceptación Renun./ Desist.
51;Resolución Desestimatoria por incumplimiento de requisitos;0;Resol. Desest. incumplimiento requisitos
51;Resolución Desestimatoria por falta de crédito;0;Resol. Desest. falta crédito
50;Resolución de Concesión;0;Resol. Conce.
43;IPR Desestimatorio por incumplimiento de requisitos;0;IPR Desestimatorio incumplimiento requisitos
43;IPR Desestimatorio por falta de crédito;0;IPR Desestimatorio falta crédito
42;IPR Concesión;0;IPR Conce.
30;Cálculo de cuantía y Verificación de requisitos;0;Cálculo cuantía Verificación requisitos
25;Tramite de Audiencia;0;Tramite Audi.
25;Tramite de Audiencia de Inadmisión;0;Tramite Audi. Inadm.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación y Revisión de la solicitud;0;Present. Revisión sol.
