NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
489;Resolución de concesión de abono anticipado;0;Resol. concesión abono anticipado
278;Resolución de pérdida de abono anticipado;0;Resol. pérdida abono anticipado
82;Pago;0;Pag.
70;Requerimiento de aportación de garantía;0;Req. aportación garantía
55;Resolución inadmisión;0;Resol. inadmisión
52;Resolución desistimiento;0;Resol. desistimiento
51;Resolución denegatoria (Abono);0;Resol. denegatoria (Abo.)
51;Resolución denegatoria;0;Resol. denegatoria
50;Resolución concesión;0;Resol. concesión
50;Resolución de Pago parcial;0;Resol. Pag. parcial
50;Resolución de Pago;0;Resol. Pag.
43;Propuesta de resolución desfavorable definitiva (Abono);0;Prop. res. desfavorable definitiva (Abo.)
43;Propuesta de resolución desfavorable definitiva;0;Prop. res. desfavorable definitiva
42;Propuesta de resolución de concesión;0;Prop. res. concesión
42;Propuesta de resolución de concesión (Abono);0;Prop. res. concesión (Abo.)
42;Propuesta de resolución de concesión pago parcial;0;Prop. res. concesión pago parcial
30;Evaluación de la solicitud;0;Eval. sol.
30;Evaluación de la solicitud (Abono);0;Eval. sol. (Abo.)
25;Trámite de audiencia;0;Trám. audiencia
25;Trámite de audiencia (Abono);0;Trám. audiencia (Abo.)
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud;0;Present. sol.
1;Presentación de solicitud de abono;0;Present. sol. abono
