NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
278;Resolución de Pérdida del Derecho al Cobro;0;Resol. Pérd. Dere. Cobr.
272;Evaluación de la contratación;0;Eval. la contratación
251;Propuesta Mesa de Empleo;0;Prop. Mesa Empleo
242;Valoración Solicitud ;0;Valoración Sol. 
156;Procedimiento de reintegro;0;proc. reintegro
152;Propuesta de Resolución de Desistimiento;0;Prop. Resol. Desist.
90;Recurso administrativo;0;Recur. administrativo
82;Pago-Reconocimiento de Obligacion;0;Pag.-Reconocimiento Obligacion
53;Resolución de Renuncia;0;Resol. Renun.
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Desfavorable;0;Resol. Desfavorable
50;Resolución Favorable;0;Resol. Favorable
43;Propuesta Resolución Desfavorable Definitiva;0;Prop. Resol. Desfavorable Defin.
42;Propuesta Resolución Favorable Definitiva;0;Prop. Resol. Favorable Defin.
41;Propuesta Resolución Desfavorable Provisional ;0;Prop. Resol. Desfavorable Provis. 
40;Propuesta Resolución Favorable Provisional;0;Prop. Resol. Favorable Provis.
30;Evaluación Solicitud ;0;Eval. Sol. 
25;Trámite de audiencia;0;Trám. audiencia
25;Trámite de audiencia en pérdida del derecho al cobro;0;Trám. audiencia pérdida derecho cobro
21;Presentación de Renuncia;0;Present. Renun.
10;Requerimiento de documentación contratación;0;Req. doc. contratación
9;Comunicación de la contratación;0;Comunicación la contratación
9;Comunicación de sustitución;0;Comunicación sustitución
1;Presentación Solicitud;0;Present. Sol.
