NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
294;Informe del Instructor;0;Inf. Instructor
293;Informe de Calificación Desfavorable;0;Inf. Calificación Desfavorable
293;Informe de Calificación y Evaluación Favorable;0;Inf. Calificación Eval. Favorable
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolución de pérdida de Derecho al Cobro Total;0;Resol. pérdida Dere. Cobr. Total
278;Resolución de pérdida de Derecho al Cobro Parcial;0;Resol. pérdida Dere. Cobr. Parcial
242;Valoración Solicitud;0;Valoración Sol.
160;Presentación Solicitud de Modificación de Resolución;0;Present. Sol. Modificación Resol.
82;Pago-Reconocimiento de Obligación (ADO,O);0;Pag.-Reconocimiento Obligación (ADO,O)
74;No Justificado;0;No Jusif.o
73;Requerimiento documentación de justificación;0;Req. doc. justif.
72;justificación Incompleta;0;justif. Incompleta
71;justificación Completa;0;justif. Completa
70;Presentación de justificación de Gastos;0;Present. justif. Gastos
60;Modificación de Resolución;0;Modificación Resol.
55;Resolución de Inadmisión;0;Resol. Inadm.
53;Resolución de Renuncia;0;Resol. Renun.
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución Desestimatoria Falta de Presupuesto;0;Resol. Desest. Falt. Presupuesto
51;Resolución de pérdida de eficacia de la declaración responsable (Desestimatoria);0;Resol. pérdida eficacia la declaración responsable (Desest.)
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta definitiva Resolución Desestimatoria Falta de Presupuesto;0;Prop. definitiva Resol. Desest. Falt. Presupuesto
43;Propuesta definitiva Resolución Desestimatoria;0;Prop. definitiva Resol. Desest.
42;Propuesta definitiva de Resolución Concesión;0;Prop. definitiva Resol. Conce.
41;Propuesta Provisional Resolución Desestimatoria;0;Prop. Provis. Resol. Desest.
41;Propuesta Provisional Resolución Desestimatoria Falta de Presupuesto;0;Prop. Provis. Resol. Desest. Falt. Presupuesto
40;Propuesta Provisional de Resolución Concesión;0;Prop. Provis. Resol. Conce.
30;Evaluación de solicitud;0;Eval. sol.
25;Tramite de Audiencia;0;Tramite Audi.
25;trámite de Audiencia en pérdida de Derecho al Cobro Total;0;trámite Audi. pérdida Dere. Cobr. Total
25;Tramite de Audiencia de Inadmisión;0;Tramite Audi. Inadm.
21;Presentación de Renuncia;0;Present. Renun.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud de Subvención;0;Present. sol. Subvención
