NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de procedimiento;1;Fin procedimiento
335;Baremación - Puntuación;0;Baremación - Puntuación
335;Baremación Definitiva - Puntuación;0;Baremación Def. - Puntuación
334;Duplicado;0;Duplicado
291;Desistimiento;0;Desist.
290;Adjudicación Definitiva;0;Adjudicación Def.
288;Adjudicación Provisional;0;Adjudicación Prov.
30;Evaluación solicitud;0;Eval. solicitud
30;Evaluación verificacion manual;0;Eval. verificacion manual
25;Tramite de Reclamación;0;Tramite Reclamación
1;Presentación de Solicitud;0;Present. Sol.
