NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
220;Recurso de reposición a dicha resolución por parte de los interesados.;1;Recur. reposición dicha res. parte los interesados.
286;Presentación de solicitud de desistimiento.;0;Present. sol. desistimiento.
156;Procedimiento de reintegro.;0;proc. reintegro.
100;Fin de procedimiento;0;Fin proc.
82;Pago 50%.;0;Pag. 50%.
82;Pago final.;0;Pag. final.
73;Requerimiento para la subsanación de la justificación.;0;Req. para subsanación la justif..
70;Presentación de la justificación de la subvención.;0;Present. la justif. la subvención.
53;Resolución de aceptación de renuncia.;0;Resol. aceptación renuncia.
52;Presentación de la documentación requerida para la subsanación.;0;Present. la doc. requerida para subsanación.
51;Resolución Desfavorable.;0;Resol. Desfavorable.
50;Resolución de Concesión.;0;Resol. Conce..
21;Presentación de Renuncia.;0;Present. Renun..
10;Requerimiento de subsanación de la solicitud.;0;Req. subsanación sol..
1;Presentación, revisión de Solicitud y documentación.;0;Present., revisión Sol. doc..
