NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
205;Notificación a Inspección / SEPE;0;Notif. Inspección / SEPE
122;Comunicación de Prórroga;0;Comunicación Prór.
100;Fin de procedimiento;0;Fin procedimiento
52;Aviso de Caducidad;0;Aviso Caducidad
51;Archivo del Expediente;0;Archivo Expediente
50;Aviso de fecha de efectos del ERTE;0;Aviso fecha efectos ERTE
50;Aviso Recepción;0;Aviso Recepción
10;Advertencia de deficiencias solicitud;0;Advertencia deficiencias solicitud
10;Advertencia/Requerimiento documentación;0;Advertencia/Req. documentación
1;Presentación de finalización del periodo de consultas/decisión final empresarial;0;Present. finalización periodo consultas/decisión final empresarial
1;Presentación de Solicitud de Inicio de ERTE;0;Present. Sol. Inic. ERTE
