NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
286;Presentación de Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolución de pérdida de derecho al cobro;0;Resol. pérdida derecho cobro
156;Inicio de procedimiento de reintegro;0;Inic. proc. reintegro
155;Propuesta Resolución de Inadmisión;0;Prop. Resol. Inadm.
152;Propuesta Resolución de Desistimiento;0;Prop. Resol. Desist.
90;Presentación Recurso de alzada;0;Present. Recur. alzada
82;Pago;0;Pag.
82;Pago Final;0;Pag. Final
73;Requerimiento de documentación justificativa;0;Req. doc. justificativa
70;Presentación de Justificación;0;Present. Justif.
55;Resolución de inadmisión ;0;Resol. inadmisión 
53;Resolución de Renuncia;0;Resol. Renun.
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria;0;Resol. Deneg.
50;Resolución Aprobatoria;0;Resol. Aprobatoria
43;Propuesta de Resolución Denegatoria;0;Prop. Resol. Deneg.
42;Propuesta de Resolución Aprobatoria;0;Prop. Resol. Aprobatoria
41;Propuesta Provisional de Resolución Denegatoria;0;Prop. Provis. Resol. Deneg.
30;Evaluacion de solicitud;0;Evaluacion sol.
25;Trámite de audiencia;0;Trám. audiencia
21;Presentación de Renuncia;0;Present. Renun.
10;Requerimiento documentacion solicitud;0;Req. documentacion sol.
10;Requerimiento documentacion de Renuncia;0;Req. documentacion Renun.
1;Presentacion de solicitud;0;Present. sol.
