NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
43;Propuesta Definitiva Resolución Denegatoria Incumplimiento de Requisitos;1;Prop. Defin. Resol. Deneg. Incumplimiento Req.
286;Presentacion solicitud de desistimiento;0;Present. sol. desistimiento
155;Propuesta de resolucion de inadmision;0;Prop. res. inadmision
152;Propuesta de desistimiento;0;Prop. desistimiento
55;Resolucion de inadmision;0;Resol. inadmision
52;Resolucion de desistimiento;0;Resol. desistimiento
51;Resolucion desestimatoria falta de presupuesto;0;Resol. desest. falta presupuesto
51;Resolucion desestimatoria por incumplimiento de requisitos;0;Resol. desest. incumplimiento requisitos
50;Resolucion concesion;0;Resol. concesion
43;Propuesta desestimatoria falta de presupuesto;0;Prop. desest. falta presupuesto
42;Propuesta de resolucion concesion;0;Prop. res. concesion
41;Propuesta Provisional de Resolución Desfavorable;0;Prop. Provis. Resol. Desfavorable
40;Propuesta Provisional de Resolución Favorable;0;Prop. Provis. Resol. Favorable
30;Evaluacion de solicitud;0;Evaluacion sol.
25;Propuesta desestimatoria incumplimiento requisitos (Tramite audiencia);0;Prop. desest. incumplimiento requisitos (Tramite audiencia)
10;Requerimiento documentacion de solicitud;0;Req. documentacion sol.
1;Presentacion de solicitud;0;Present. sol.
